Dewgong,90,70,80,70,95,70,Water Ice
Grimer,80,80,50,40,50,25,Poison 
Grimer Alolan Grimer,80,80,50,40,50,25,Poison Dark
Muk,105,105,75,65,100,50,Poison 
Muk Alolan Muk,105,105,75,65,100,50,Poison Dark
Shellder,30,65,100,45,25,40,Water 
Cloyster,50,95,180,85,45,70,Water Ice
Gastly,30,35,30,100,35,80,Ghost Poison
Haunter,45,50,45,115,55,95,Ghost Poison
Gengar,60,65,60,130,75,110,Ghost Poison
Gengar Mega Gengar,60,65,80,170,95,130,Ghost Poison
Onix,35,45,160,30,45,70,Rock Ground
Drowzee,60,48,45,43,90,42,Psychic 
Hypno,85,73,70,73,115,67,Psychic 
Krabby,30,105,90,25,25,50,Water 
Kingler,55,130,115,50,50,75,Water 
Voltorb,40,30,50,55,55,100,Electric 
Voltorb Hisuian Voltorb,40,30,50,55,55,100,Electric Grass
Electrode,60,50,70,80,80,150,Electric 
Electrode Hisuian Electrode,60,50,70,80,80,150,Electric Grass
Exeggcute,60,40,80,60,45,40,Grass Psychic
Exeggutor,95,95,85,125,75,55,Grass Psychic
Exeggutor Alolan Exeggutor,95,105,85,125,75,45,Grass Dragon
Cubone,50,50,95,40,50,35,Ground 
Marowak,60,80,110,50,80,45,Ground 
Marowak Alolan Marowak,60,80,110,50,80,45,Fire Ghost
Hitmonlee,50,120,53,35,110,87,Fighting 
Hitmonchan,50,105,79,35,110,76,Fighting 
Lickitung,90,55,75,60,75,30,Normal 
Koffing,40,65,95,60,45,35,Poison 
Weezing,65,90,120,85,70,60,Poison 
Weezing Galarian Weezing,65,90,120,85,70,60,Poison Fairy
Rhyhorn,80,85,95,30,30,25,Ground Rock
Rhydon,105,130,120,45,45,40,Ground Rock
Chansey,250,5,5,35,105,50,Normal 
Tangela,65,55,115,100,40,60,Grass 
Kangaskhan,105,95,80,40,80,90,Normal 
Kangaskhan Mega Kangaskhan,105,125,100,60,100,100,Normal 
Horsea,30,40,70,70,25,60,Water 
Seadra,55,65,95,95,45,85,Water 
Goldeen,45,67,60,35,50,63,Water 
Seaking,80,92,65,65,80,68,Water 
Staryu,30,45,55,70,55,85,Water 
Starmie,60,75,85,100,85,115,Water Psychic
Mr. Mime,40,45,65,100,120,90,Psychic Fairy
Mr. Mime Galarian Mr. Mime,50,65,65,90,90,100,Ice Psychic
Scyther,70,110,80,55,80,105,Bug Flying
Jynx,65,50,35,115,95,95,Ice Psychic
Electabuzz,65,83,57,95,85,105,Electric 
Magmar,65,95,57,100,85,93,Fire 
Pinsir,65,125,100,55,70,85,Bug 
Pinsir Mega Pinsir,65,155,120,65,90,105,Bug Flying
Tauros,75,100,95,40,70,110,Normal 
Tauros Combat Breed,75,110,105,30,70,100,Fighting 
Tauros Blaze Breed,75,110,105,30,70,100,Fighting Fire
Tauros Aqua Breed,75,110,105,30,70,100,Fighting Water
Magikarp,20,10,55,15,20,80,Water 
Gyarados,95,125,79,60,100,81,Water Flying
Gyarados Mega Gyarados,95,155,109,70,130,81,Water Dark
Lapras,130,85,80,85,95,60,Water Ice
Ditto,48,48,48,48,48,48,Normal 
Eevee,55,55,50,45,65,55,Normal 
Eevee Partner Eevee,65,75,70,65,85,75,Normal 
Vaporeon,130,65,60,110,95,65,Water 
Jolteon,65,65,60,110,95,130,Electric 
Flareon,65,130,60,95,110,65,Fire 
Porygon,65,60,70,85,75,40,Normal 
Omanyte,35,40,100,90,55,35,Rock Water
Omastar,70,60,125,115,70,55,Rock Water
Kabuto,30,80,90,55,45,55,Rock Water
Kabutops,60,115,105,65,70,80,Rock Water
Aerodactyl,80,105,65,60,75,130,Rock Flying
Aerodactyl Mega Aerodactyl,80,135,85,70,95,150,Rock Flying
Snorlax,160,110,65,65,110,30,Normal 
Articuno,90,85,100,95,125,85,Ice Flying
Articuno Galarian Articuno,90,85,85,125,100,95,Psychic Flying
Zapdos,90,90,85,125,90,100,Electric Flying
Zapdos Galarian Zapdos,90,125,90,85,90,100,Fighting Flying
Moltres,90,100,90,125,85,90,Fire Flying
Moltres Galarian Moltres,90,85,90,100,125,90,Dark Flying
Dratini,41,64,45,50,50,50,Dragon 
Dragonair,61,84,65,70,70,70,Dragon 
Dragonite,91,134,95,100,100,80,Dragon Flying
Mewtwo,106,110,90,154,90,130,Psychic 
Mewtwo Mega Mewtwo X,106,190,100,154,100,130,Psychic Fighting
Mewtwo Mega Mewtwo Y,106,150,70,194,120,140,Psychic 
Mew,100,100,100,100,100,100,Psychic 
Chikorita,45,49,65,49,65,45,Grass 
Bayleef,60,62,80,63,80,60,Grass 
Meganium,80,82,100,83,100,80,Grass 
Cyndaquil,39,52,43,60,50,65,Fire 
Quilava,58,64,58,80,65,80,Fire 
Typhlosion,78,84,78,109,85,100,Fire 
Typhlosion Hisuian Typhlosion,73,84,78,119,85,95,Fire Ghost
Totodile,50,65,64,44,48,43,Water 
Croconaw,65,80,80,59,63,58,Water 
Feraligatr,85,105,100,79,83,78,Water 
Sentret,35,46,34,35,45,20,Normal 
Furret,85,76,64,45,55,90,Normal 
Hoothoot,60,30,30,36,56,50,Normal Flying
Noctowl,100,50,50,86,96,70,Normal Flying
Ledyba,40,20,30,40,80,55,Bug Flying
Ledian,55,35,50,55,110,85,Bug Flying
Spinarak,40,60,40,40,40,30,Bug Poison
Ariados,70,90,70,60,70,40,Bug Poison
Crobat,85,90,80,70,80,130,Poison Flying
Chinchou,75,38,38,56,56,67,Water Electric
Lanturn,125,58,58,76,76,67,Water Electric
Pichu,20,40,15,35,35,60,Electric 
Cleffa,50,25,28,45,55,15,Fairy 
Igglybuff,90,30,15,40,20,15,Normal Fairy
Togepi,35,20,65,40,65,20,Fairy 
Togetic,55,40,85,80,105,40,Fairy Flying
Natu,40,50,45,70,45,70,Psychic Flying
Xatu,65,75,70,95,70,95,Psychic Flying
Mareep,55,40,40,65,45,35,Electric 
Flaaffy,70,55,55,80,60,45,Electric 
Ampharos,90,75,85,115,90,55,Electric 
Ampharos Mega Ampharos,90,95,105,165,110,45,Electric Dragon
Bellossom,75,80,95,90,100,50,Grass 
Marill,70,20,50,20,50,40,Water Fairy
Azumarill,100,50,80,60,80,50,Water Fairy
Sudowoodo,70,100,115,30,65,30,Rock 
Politoed,90,75,75,90,100,70,Water 
Hoppip,35,35,40,35,55,50,Grass Flying
Skiploom,55,45,50,45,65,80,Grass Flying
Jumpluff,75,55,70,55,95,110,Grass Flying
Aipom,55,70,55,40,55,85,Normal 
Sunkern,30,30,30,30,30,30,Grass 
Sunflora,75,75,55,105,85,30,Grass 
Yanma,65,65,45,75,45,95,Bug Flying
Wooper,55,45,45,25,25,15,Water Ground
Wooper Paldean Wooper,55,45,45,25,25,15,Poison Ground
Quagsire,95,85,85,65,65,35,Water Ground
Espeon,65,65,60,130,95,110,Psychic 
Umbreon,95,65,110,60,130,65,Dark 
Murkrow,60,85,42,85,42,91,Dark Flying
Slowking,95,75,80,100,110,30,Water Psychic
Slowking Galarian Slowking,95,65,80,110,110,30,Poison Psychic
Misdreavus,60,60,60,85,85,85,Ghost 
Unown,48,72,48,72,48,48,Psychic 
Wobbuffet,190,33,58,33,58,33,Psychic 
Girafarig,70,80,65,90,65,85,Normal Psychic
Pineco,50,65,90,35,35,15,Bug 
Forretress,75,90,140,60,60,40,Bug Steel
Dunsparce,100,70,70,65,65,45,Normal 
Gligar,65,75,105,35,65,85,Ground Flying
Steelix,75,85,200,55,65,30,Steel Ground
Steelix Mega Steelix,75,125,230,55,95,30,Steel Ground
Snubbull,60,80,50,40,40,30,Fairy 
Granbull,90,120,75,60,60,45,Fairy 
Qwilfish,65,95,85,55,55,85,Water Poison
Qwilfish Hisuian Qwilfish,65,95,85,55,55,85,Dark Poison
Scizor,70,130,100,55,80,65,Bug Steel
Scizor Mega Scizor,70,150,140,65,100,75,Bug Steel
Shuckle,20,10,230,10,230,5,Bug Rock
Heracross,80,125,75,40,95,85,Bug Fighting
Heracross Mega Heracross,80,185,115,40,105,75,Bug Fighting
Sneasel,55,95,55,35,75,115,Dark Ice
Sneasel Hisuian Sneasel,55,95,55,35,75,115,Fighting Poison
Teddiursa,60,80,50,50,50,40,Normal 
Ursaring,90,130,75,75,75,55,Normal 
Slugma,40,40,40,70,40,20,Fire 
Magcargo,60,50,120,90,80,30,Fire Rock
Swinub,50,50,40,30,30,50,Ice Ground
Piloswine,100,100,80,60,60,50,Ice Ground
Corsola,65,55,95,65,95,35,Water Rock
Corsola Galarian Corsola,60,55,100,65,100,30,Ghost 
Remoraid,35,65,35,65,35,65,Water 
Octillery,75,105,75,105,75,45,Water 
Delibird,45,55,45,65,45,75,Ice Flying
Mantine,85,40,70,80,140,70,Water Flying
Skarmory,65,80,140,40,70,70,Steel Flying
Houndour,45,60,30,80,50,65,Dark Fire
Houndoom,75,90,50,110,80,95,Dark Fire
Houndoom Mega Houndoom,75,90,90,140,90,115,Dark Fire
Kingdra,75,95,95,95,95,85,Water Dragon
Phanpy,90,60,60,40,40,40,Ground 
Donphan,90,120,120,60,60,50,Ground 
Porygon2,85,80,90,105,95,60,Normal 
Stantler,73,95,62,85,65,85,Normal 
Smeargle,55,20,35,20,45,75,Normal 
Tyrogue,35,35,35,35,35,35,Fighting 
Hitmontop,50,95,95,35,110,70,Fighting 
Smoochum,45,30,15,85,65,65,Ice Psychic
Elekid,45,63,37,65,55,95,Electric 
Magby,45,75,37,70,55,83,Fire 
Miltank,95,80,105,40,70,100,Normal 
Blissey,255,10,10,75,135,55,Normal 
Raikou,90,85,75,115,100,115,Electric 
Entei,115,115,85,90,75,100,Fire 
Suicune,100,75,115,90,115,85,Water 
Larvitar,50,64,50,45,50,41,Rock Ground
Pupitar,70,84,70,65,70,51,Rock Ground
Tyranitar,100,134,110,95,100,61,Rock Dark
Tyranitar Mega Tyranitar,100,164,150,95,120,71,Rock Dark
Lugia,106,90,130,90,154,110,Psychic Flying
Ho-oh,106,130,90,110,154,90,Fire Flying
Celebi,100,100,100,100,100,100,Psychic Grass
Treecko,40,45,35,65,55,70,Grass 
Grovyle,50,65,45,85,65,95,Grass 
Sceptile,70,85,65,105,85,120,Grass 
Sceptile Mega Sceptile,70,110,75,145,85,145,Grass Dragon
Torchic,45,60,40,70,50,45,Fire 
Combusken,60,85,60,85,60,55,Fire Fighting
Blaziken,80,120,70,110,70,80,Fire Fighting
Blaziken Mega Blaziken,80,160,80,130,80,100,Fire Fighting
Mudkip,50,70,50,50,50,40,Water 
Marshtomp,70,85,70,60,70,50,Water Ground
Swampert,100,110,90,85,90,60,Water Ground
Swampert Mega Swampert,100,150,110,95,110,70,Water Ground
Poochyena,35,55,35,30,30,35,Dark 
Mightyena,70,90,70,60,60,70,Dark 
Zigzagoon,38,30,41,30,41,60,Normal 
Zigzagoon Galarian Zigzagoon,38,30,41,30,41,60,Dark Normal
Linoone,78,70,61,50,61,100,Normal 
Linoone Galarian Linoone,78,70,61,50,61,100,Dark Normal
Wurmple,45,45,35,20,30,20,Bug 
Silcoon,50,35,55,25,25,15,Bug 
Beautifly,60,70,50,100,50,65,Bug Flying
Cascoon,50,35,55,25,25,15,Bug 
Dustox,60,50,70,50,90,65,Bug Poison
Lotad,40,30,30,40,50,30,Water Grass
Lombre,60,50,50,60,70,50,Water Grass
Ludicolo,80,70,70,90,100,70,Water Grass
Seedot,40,40,50,30,30,30,Grass 
Nuzleaf,70,70,40,60,40,60,Grass Dark
Shiftry,90,100,60,90,60,80,Grass Dark
Taillow,40,55,30,30,30,85,Normal Flying
Swellow,60,85,60,75,50,125,Normal Flying
Wingull,40,30,30,55,30,85,Water Flying
Pelipper,60,50,100,95,70,65,Water Flying
Ralts,28,25,25,45,35,40,Psychic Fairy
Kirlia,38,35,35,65,55,50,Psychic Fairy
Gardevoir,68,65,65,125,115,80,Psychic Fairy
Gardevoir Mega Gardevoir,68,85,65,165,135,100,Psychic Fairy
Surskit,40,30,32,50,52,65,Bug Water
Masquerain,70,60,62,100,82,80,Bug Flying
Shroomish,60,40,60,40,60,35,Grass 
Breloom,60,130,80,60,60,70,Grass Fighting
Slakoth,60,60,60,35,35,30,Normal 
Vigoroth,80,80,80,55,55,90,Normal 
Slaking,150,160,100,95,65,100,Normal 
Nincada,31,45,90,30,30,40,Bug Ground
Ninjask,61,90,45,50,50,160,Bug Flying
Shedinja,1,90,45,30,30,40,Bug Ghost
Whismur,64,51,23,51,23,28,Normal 
Loudred,84,71,43,71,43,48,Normal 
Exploud,104,91,63,91,73,68,Normal 
Makuhita,72,60,30,20,30,25,Fighting 
Hariyama,144,120,60,40,60,50,Fighting 
Azurill,50,20,40,20,40,20,Normal Fairy
Nosepass,30,45,135,45,90,30,Rock 
Skitty,50,45,45,35,35,50,Normal 
Delcatty,70,65,65,55,55,90,Normal 
Sableye,50,75,75,65,65,50,Dark Ghost
Sableye Mega Sableye,50,85,125,85,115,20,Dark Ghost
Mawile,50,85,85,55,55,50,Steel Fairy
Mawile Mega Mawile,50,105,125,55,95,50,Steel Fairy
Aron,50,70,100,40,40,30,Steel Rock
Lairon,60,90,140,50,50,40,Steel Rock
Aggron,70,110,180,60,60,50,Steel Rock
Aggron Mega Aggron,70,140,230,60,80,50,Steel 
Meditite,30,40,55,40,55,60,Fighting Psychic
Medicham,60,60,75,60,75,80,Fighting Psychic
Medicham Mega Medicham,60,100,85,80,85,100,Fighting Psychic
Electrike,40,45,40,65,40,65,Electric 
Manectric,70,75,60,105,60,105,Electric 
Manectric Mega Manectric,70,75,80,135,80,135,Electric 
Plusle,60,50,40,85,75,95,Electric 
Minun,60,40,50,75,85,95,Electric 
Volbeat,65,73,75,47,85,85,Bug 
Illumise,65,47,75,73,85,85,Bug 
Roselia,50,60,45,100,80,65,Grass Poison
Gulpin,70,43,53,43,53,40,Poison 
Swalot,100,73,83,73,83,55,Poison 
Carvanha,45,90,20,65,20,65,Water Dark
Sharpedo,70,120,40,95,40,95,Water Dark
Sharpedo Mega Sharpedo,70,140,70,110,65,105,Water Dark
Wailmer,130,70,35,70,35,60,Water 
Wailord,170,90,45,90,45,60,Water 
Numel,60,60,40,65,45,35,Fire Ground
Camerupt,70,100,70,105,75,40,Fire Ground
Camerupt Mega Camerupt,70,120,100,145,105,20,Fire Ground
Torkoal,70,85,140,85,70,20,Fire 
Spoink,60,25,35,70,80,60,Psychic 
Grumpig,80,45,65,90,110,80,Psychic 
Spinda,60,60,60,60,60,60,Normal 
Trapinch,45,100,45,45,45,10,Ground 
Vibrava,50,70,50,50,50,70,Ground Dragon
Flygon,80,100,80,80,80,100,Ground Dragon
Cacnea,50,85,40,85,40,35,Grass 
Cacturne,70,115,60,115,60,55,Grass Dark
Swablu,45,40,60,40,75,50,Normal Flying
Altaria,75,70,90,70,105,80,Dragon Flying
Altaria Mega Altaria,75,110,110,110,105,80,Dragon Fairy
Zangoose,73,115,60,60,60,90,Normal 
Seviper,73,100,60,100,60,65,Poison 
Lunatone,90,55,65,95,85,70,Rock Psychic
Solrock,90,95,85,55,65,70,Rock Psychic
Barboach,50,48,43,46,41,60,Water Ground
Whiscash,110,78,73,76,71,60,Water Ground
Corphish,43,80,65,50,35,35,Water 
Crawdaunt,63,120,85,90,55,55,Water Dark
Baltoy,40,40,55,40,70,55,Ground Psychic
Claydol,60,70,105,70,120,75,Ground Psychic
Lileep,66,41,77,61,87,23,Rock Grass
Cradily,86,81,97,81,107,43,Rock Grass
Anorith,45,95,50,40,50,75,Rock Bug
Armaldo,75,125,100,70,80,45,Rock Bug
Feebas,20,15,20,10,55,80,Water 
Milotic,95,60,79,100,125,81,Water 
Castform,70,70,70,70,70,70,Normal 
Castform Sunny Form,70,70,70,70,70,70,Fire 
Castform Rainy Form,70,70,70,70,70,70,Water 
Castform Snowy Form,70,70,70,70,70,70,Ice 
Kecleon,60,90,70,60,120,40,Normal 
Shuppet,44,75,35,63,33,45,Ghost 
Banette,64,115,65,83,63,65,Ghost 
Banette Mega Banette,64,165,75,93,83,75,Ghost 
Duskull,20,40,90,30,90,25,Ghost 
Dusclops,40,70,130,60,130,25,Ghost 
Tropius,99,68,83,72,87,51,Grass Flying
Chimecho,75,50,80,95,90,65,Psychic 
Absol,65,130,60,75,60,75,Dark 
Absol Mega Absol,65,150,60,115,60,115,Dark 
Wynaut,95,23,48,23,48,23,Psychic 
Snorunt,50,50,50,50,50,50,Ice 
Glalie,80,80,80,80,80,80,Ice 
Glalie Mega Glalie,80,120,80,120,80,100,Ice 
Spheal,70,40,50,55,50,25,Ice Water
Sealeo,90,60,70,75,70,45,Ice Water
Walrein,110,80,90,95,90,65,Ice Water
Clamperl,35,64,85,74,55,32,Water 
Huntail,55,104,105,94,75,52,Water 
Gorebyss,55,84,105,114,75,52,Water 
Relicanth,100,90,130,45,65,55,Water Rock
Luvdisc,43,30,55,40,65,97,Water 
Bagon,45,75,60,40,30,50,Dragon 
Shelgon,65,95,100,60,50,50,Dragon 
Salamence,95,135,80,110,80,100,Dragon Flying
Salamence Mega Salamence,95,145,130,120,90,120,Dragon Flying
Beldum,40,55,80,35,60,30,Steel Psychic
Metang,60,75,100,55,80,50,Steel Psychic
Metagross,80,135,130,95,90,70,Steel Psychic
Metagross Mega Metagross,80,145,150,105,110,110,Steel Psychic
Regirock,80,100,200,50,100,50,Rock 
Regice,80,50,100,100,200,50,Ice 
Registeel,80,75,150,75,150,50,Steel 
Latias,80,80,90,110,130,110,Dragon Psychic
Latias Mega Latias,80,100,120,140,150,110,Dragon Psychic
Latios,80,90,80,130,110,110,Dragon Psychic
Latios Mega Latios,80,130,100,160,120,110,Dragon Psychic
Kyogre,100,100,90,150,140,90,Water 
Kyogre Primal Kyogre,100,150,90,180,160,90,Water 
Groudon,100,150,140,100,90,90,Ground 
Groudon Primal Groudon,100,180,160,150,90,90,Ground Fire
Rayquaza,105,150,90,150,90,95,Dragon Flying
Rayquaza Mega Rayquaza,105,180,100,180,100,115,Dragon Flying
Jirachi,100,100,100,100,100,100,Steel Psychic
Deoxys Normal Forme,50,150,50,150,50,150,Psychic 
Deoxys Attack Forme,50,180,20,180,20,150,Psychic 
Deoxys Defense Forme,50,70,160,70,160,90,Psychic 
Deoxys Speed Forme,50,95,90,95,90,180,Psychic 
Turtwig,55,68,64,45,55,31,Grass 
Grotle,75,89,85,55,65,36,Grass 
Torterra,95,109,105,75,85,56,Grass Ground
Chimchar,44,58,44,58,44,61,Fire 
Monferno,64,78,52,78,52,81,Fire Fighting
Infernape,76,104,71,104,71,108,Fire Fighting
Piplup,53,51,53,61,56,40,Water 
Prinplup,64,66,68,81,76,50,Water 
Empoleon,84,86,88,111,101,60,Water Steel
Starly,40,55,30,30,30,60,Normal Flying
Staravia,55,75,50,40,40,80,Normal Flying
Staraptor,85,120,70,50,60,100,Normal Flying
Bidoof,59,45,40,35,40,31,Normal 
Bibarel,79,85,60,55,60,71,Normal Water
Kricketot,37,25,41,25,41,25,Bug 
Kricketune,77,85,51,55,51,65,Bug 
Shinx,45,65,34,40,34,45,Electric 
Luxio,60,85,49,60,49,60,Electric 
Luxray,80,120,79,95,79,70,Electric 
Budew,40,30,35,50,70,55,Grass Poison
Roserade,60,70,65,125,105,90,Grass Poison
Cranidos,67,125,40,30,30,58,Rock 
Rampardos,97,165,60,65,50,58,Rock 
Shieldon,30,42,118,42,88,30,Rock Steel
Bastiodon,60,52,168,47,138,30,Rock Steel
Burmy Plant Cloak,40,29,45,29,45,36,Bug 
Burmy Sandy Cloak,40,29,45,29,45,36,Bug 
Burmy Trash Cloak,40,29,45,29,45,36,Bug 
Wormadam Plant Cloak,60,59,85,79,105,36,Bug Grass
Wormadam Sandy Cloak,60,79,105,59,85,36,Bug Ground
Wormadam Trash Cloak,60,69,95,69,95,36,Bug Steel
Mothim,70,94,50,94,50,66,Bug Flying
Combee,30,30,42,30,42,70,Bug Flying
Vespiquen,70,80,102,80,102,40,Bug Flying
Pachirisu,60,45,70,45,90,95,Electric 
Buizel,55,65,35,60,30,85,Water 
Floatzel,85,105,55,85,50,115,Water 
Cherubi,45,35,45,62,53,35,Grass 
Cherrim,70,60,70,87,78,85,Grass 
Shellos,76,48,48,57,62,34,Water 
Gastrodon,111,83,68,92,82,39,Water Ground
Ambipom,75,100,66,60,66,115,Normal 
Drifloon,90,50,34,60,44,70,Ghost Flying
Drifblim,150,80,44,90,54,80,Ghost Flying
Buneary,55,66,44,44,56,85,Normal 
Lopunny,65,76,84,54,96,105,Normal 
Lopunny Mega Lopunny,65,136,94,54,96,135,Normal Fighting
Mismagius,60,60,60,105,105,105,Ghost 
Honchkrow,100,125,52,105,52,71,Dark Flying
Glameow,49,55,42,42,37,85,Normal 
Purugly,71,82,64,64,59,112,Normal 
Chingling,45,30,50,65,50,45,Psychic 
Stunky,63,63,47,41,41,74,Poison Dark
Skuntank,103,93,67,71,61,84,Poison Dark
Bronzor,57,24,86,24,86,23,Steel Psychic
Bronzong,67,89,116,79,116,33,Steel Psychic
Bonsly,50,80,95,10,45,10,Rock 
Mime Jr.,20,25,45,70,90,60,Psychic Fairy
Happiny,100,5,5,15,65,30,Normal 
Chatot,76,65,45,92,42,91,Normal Flying
Spiritomb,50,92,108,92,108,35,Ghost Dark
Gible,58,70,45,40,45,42,Dragon Ground
Gabite,68,90,65,50,55,82,Dragon Ground
Garchomp,108,130,95,80,85,102,Dragon Ground
Garchomp Mega Garchomp,108,170,115,120,95,92,Dragon Ground
Munchlax,135,85,40,40,85,5,Normal 
Riolu,40,70,40,35,40,60,Fighting 
Lucario,70,110,70,115,70,90,Fighting Steel
Lucario Mega Lucario,70,145,88,140,70,112,Fighting Steel
Hippopotas,68,72,78,38,42,32,Ground 
Hippowdon,108,112,118,68,72,47,Ground 
